query,true_hs_code
"381239 - Anti-oxidising prparations and other compound stabilisers; for rubber or plastics, other than mixturs of oligomers of 2,2,4-trimthyl-1,2-dihydroquinoline (TMQ)",381239
"29124 - Aldehydes; aldehyde-ethers, aldehyde-phenols and aldhydes wit other oxygn function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",291242
"844900 - Machinery; for manufacture or finishin felt or non-woven in the piec or in shapes includin machiner for making fel hats, blocks for making hats",844900
"110630 - Flour, meal and powder; of the products of chapter 8",110630
"284910 - Carbides; of calcium, whether or not chemically define",284910
"010611 - Mammals; live, primates",010611
630130 - Blankets (other tha electric blankets) and travelling rugs; of cotton,630130
"851680 - Resistors; electri heating, oth than those of heading no. 8545",851680
"730650 - Stel, alloy; tubes, pipes and hollo profiles (other than stainlss steel or seamless), welded, of circular cross-section n.e.c. in chapte 73",730650
"441113 - Mdium density fibreboar (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm",441113
"03061 - Crustaceans; frozen, rock lobsters and othe sea crawfish (Palinurus spp., Panulirus spp., Jasu spp.), in shell or not, smoked, cooked or not before or durin smoking; in shll cooked by steaming or by boiling in water",030611
"370120 - Photographic plates and film; instant print film, in the flat, snsitised, unexposed, whether or not in packs",370120
"440726 - Wood tropical; white lauan, white meranti whit seraya, yellow mranti and alan, sawn or chipped lengthwise, sliced or peled, whether or not planed, sande or finger-jointed thicker than 6mm",440726
"440122 - Wood; for fuel, in chips or particles, non-conifrous, whether or not agglomerate",440122
"721113 - Iron or non-alloy steel; flat-rolled, hot-rolled, roll on four face or in a closed box pass, of a width mor than 150mm but lss tha 600mm, 4mm thick or more, not in coils, without patterns in relief",721113
100610 - Cereals; ric in the husk (paddy or rough),100610
"370256 - Photographi film; for colour photography (polychrome), in rolls, snsitised, unexposed, of a width exceeding 35m (oth than of paper, paperboard or textiles)",370256
870510 - Vhicles; crane lorries,870510
"851230 - Sound signalling equipment; electrical, use on cycles or motor vehicles (excluding article of heading no. 8539)",851230
"920110 - Musical instruments; pianos, upright, including automatic pianos",920110
"293334 - Heterocycli compounds; containing an unfused pyridin ring (whethe or not hydrogenated) in the structure, other fentanyl and their derivatives",293334
"230650 - Oil-cak and othr solid residues; whether or not ground or in the form of pellets, rsulting from the extraction of coconut or copra sed oils",230650
"843860 - Machinery; industrial, for the prparation of fruits, nuts or vegetables",843860
"330749 - Perfumes and deodorizers; perfuming or dodorizing preparations for rooms, (excluding thos which operat by burning)",330749
90212 - Dntal fittings; other tha artificial teeth,902129
28332 - Sulphates; n.e.c. in item no. 2833.2,283329
"400251 - Rubber; synthetic, acrylonitrile-butadiene rubbr (NBR), latex, in primary forms or in plates, shets or strip",400251
281820 - Aluminium oxide; othe tha artificial corundum,281820
"080410 - Fruit dible; dates, fresh or drid",080410
"290499 - Derivatives of hydrocarbons n..c in heading no. 2904, whether or not halogenated",290499
"440791 - Wood; oak (Quercus spp.) sawn or chipped lngthwise, sliced or peeled, whther or not planed, sanded or fingr-jointed, thicker than 6mm",440791
"710210 - Diamonds; whther or not worked but not mounted or set, unsorted",710210
252520 - Mica; powdr,252520
"730520 - Iron or stee (excluding cast iron); casing of a kind used in drillin for oil or gas (not seamless), having circular cross-sections, external diameter xceeds 406.4m",730520
"480269 - Uncoated paper and paperboar (not 4801 or 4803) over 10% by weight of mechanical or chemi-mechanical procsse fibre, other than rolls, other than sheets 435m or less by 297mm or less (unfolded)",480269
"62072 - Nightshirts and pyjamas; men's or boys', of cotton (not knittd or crocheted",620721
"401390 - Rubber; innr tubs, n.e.c in heading no. 4013",401390
81109 - Antimony and article thereof; wrought oth tha waste and scrap,811090
84322 - Harrows dis harrows,843221
"780411 - Lad; sheets, stri and foil, of a thickness (excludin any backing not xceedin 0.2m",780411
701966 - Glass fibres; ope wovn fabrics of a width xceeding 30cm,701966
"121120 - Ginsen roots, of a kind us primaril in perfumery, in pharmacy or for inscticidal, fungicidal or simila purposs, fresh chilled, frozn or drid, whethe or not cut, crushe or powdered",121120
"852411 - Fla panel display moduls, whether or not incorporating touch-sensitive screens; of liquid crystals, without drivers or control circuits",852411
"700600 - Glass of heading no. 7003, 7004 or 7005; bent edge-worked, engraved, drilled, enamelled or otherwise workd, but not framed or fitted with other materials",700600
"390440 - Vinyl chloride, othr halogenated olefin polymrs; viny chlorid copolymers, in primary forms n.e.c. in heading no. 3904",390440
"030452 - Fish meat, excluding fillets, whether or not mincd fresh or chilld, salmonidae",030452
16023 - Ma preparations; of poultry (excludin turkys) prepared or preserved meat or mea offal (excluding livrs and homogenised prparations),160239
"950659 - Tennis, badminton and similar rackets; whthe or not strun",950659
848010 - Moulding boxes; for metal foundry,848010
"850780 - Electric accumulators; other than lead-acid, nickl-cadmium, nickl-metal hydride and lithium-ion including separators, whther or not rectangular (including square)",850780
"030342 - Fish; frozn yellowfin tunas (Thunnus albacares), excludin fillts, fis meat of 0304, and edibl fish offal of subheadings 0303.91 to 0303.99",030342
"95043 - Games; oprated by coins, banknotes, bank cards, token or by oth means of payment othr than billiar article and accesssories and automatic bowling alley quipmen",950430
"401031 - Rubber vulcanised, ndles transmissio belts of trapezoida cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60c but not exceeding 180 cm",401031
"29143 - Ketones aromatic, (withou othr oxygen function), phenylacetone (phenylpropan-2-one)",291431
730719 - Iron or steel; cast fittings other than of non-malleable cast iron,730719
"840991 - Engines; parts, suitabl for use solely or principally with spark-ignition internal combustion piston engine (for other than aircraft)",840991
902790 - Microtomes and part and accessories threof,902790
"29181 - Acids; carboxylic acids, (with alcohol function but withou othr oxygn function), tartari acid",291812
"850520 - Magnets; electro-magnetic couplings, clutchs and braks",850520
"890110 - Cruis ships, excursion boats and similar vessels principally designe for the transport of persons ferry boats of all kinds",890110
"160232 - Mat preparations; of the poultr of heading no. 0105, (i.e. of fowls of the species Gallu domesticus)",160232
"730661 - Iron or ste (excluding cast iron); tubes, pips and hollow profils (no seamless), welded, of square or rectangular cross-section n.e.c. in chapter 73",730661
"540783 - Fabrics, woven; of synthetic filament yarn, containing less tha 85% by weigh of synthetic filaments, mixd mainly or solel with cotton, of yarn of differen colours",540783
"520943 - Fabrics, woven; containing 85% or more by weigh of cotton of yarns of diffrent colours 3-thread or 4-thread twill, includin cross twill, weighing more tha 200g/m2",520943
"510810 - Yarn of fine anima hair cardd, not put up for rtail sal",510810
"940521 - Luminaires and light fittings lectric table desk, bedside or floor-standing, for use solel with light-mitting diod (LED) light sources",940521
"200820 - Fruit; pineapples prpared or preserved in ways n.e.c. in hading no. 2007, whether or not containin added sugar, other sweetening matter or spirit",200820
290329 - Unsaturated chlorinated derivative of acyclic hydrocarbons; n..c. in item no. 2903.2,290329
"520812 - Fabrics wovn; containing 85% or more by weight of cotton, unblached plain wave, wighing mor than 100g/m2 but not mor tha 200g/m",520812
"800110 - Tin unwrought, not alloyd",800110
"44072 - Wood, tropical sapelli, sawn or chipped lengthwise slice or peled whether or not planed, sanded or fingr-jointed, thicker than 6mm",440727
"920890 - Fairground and mchanical street organs, mechanical singing birds, musical saws and musica instruments n..c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",920890
"620452 - Skirts and divided skirts womn' or girls', of cotton (not knitte or crocheted",620452
"84471 - Knitting machines; circular, with cylinder diamter not exceeding 165mm",844711
"030752 - Molluscs; octopus (Octopus spp.), froze",030752
"721210 - Iron or non-alloy steel; flat-rolled, width les than 600mm, plated or coatd wit tin",721210
151411 - Vegetable oils; low ruci acid rape or colza oil and its fractions crud,151411
"48234 - Paper and paperboard; rolls, sheets and dials, printed for self-recording apparatus",482340
"390729 - Polyethers other than polyacetals, and bis(polyoxyethylene) methylphosphonate; in primary form",390729
520291 - Cotton; garntted stock wast,520291
240130 - Tobacco rfus,240130
"620930 - Garments and clothing accssories; babies', of synthetic fibres (no knitte or crochted)",620930
"831110 - Electrodes; coatd, of bas metal, for electric arc-wlding",831110
"010310 - Swine; live, pure-bre breeding animal",010310
"91052 - Clocks; (excluding those with watch movements and instrument panl clocks), wall clocks, othr tha electrically operated",910529
843490 - Milking machines and dairy machinery; parts thereof,843490
"722230 - Steel, stainless bars and rods n.e.c. in heading no. 7222",722230
630629 - Tent (including tmporary canopies and similar articls); of textile material other than synthetic fibrs,630629
"071310 - Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinne or split, drie",071310
"292218 - Amino-alcohols othe tha those containing more than one kind of oxygen function; their ethers and esters; salts thereof, 2-(N,N- Diisopropylamino)ethanol",292218
"840810 - Engines; for marin propulsion, compression-ignition interna combustion piston engines (diesel or semi-diese engines)",840810
"551631 - Fabrics woven; unblached or bleached containing less than 85% by weigh of artificial stapl fibres, mixed mainly or solely with wool or fine animal hai",551631
"870333 - Vehicles; with only compression-ignition intrnal combustion piston engin (disel or semi-diesel), cylinder capacity over 2500c",870333
"810520 - Cobalt; matte and othe intermediate products of cobalt mtallurgy, unwrought cobalt, powders",810520
87054 - Vehicles; concrete-mixer lorries,870540
711011 - Mtals; platinum unwrought or in powde for,711011
"070993 - Vgetables; pumpkins, squash and gourds (Cucurbita spp.) fresh or chilled",070993
844530 - Textil machinery; doubling or twisting machine,844530
"270300 - Peat; (including peat littr), whether or not agglomerate",270300
"440725 - Wood, tropical; dark red meranti, light red mranti and meranti bakau, sawn or chipped lngthwise, sliced or peeled, whether or not planed, sande or finger-jointed, thicker than 6mm",440725
"741012 - Copper; foil, not backd, of a thicknes not exceeding 0.15mm, of coppr alloys",741012
"030489 - Fis fillets; frozen, of fis n.e.c. in hading 0304.8",030489
"871493 - Cycles; parts threof, hubs (other than coaster braking hubs and hub brakes) and free-wheel sprocket-wheel",871493
853952 - Lamps; light-mitting diod (LED) light sources light-emittin diod (LED) lamps,853952
"381190 - Oxidation and gum inhibitors viscosit improvers anti-corrosiv prparations, other prepared additives for minral oils or liquids used as minral oils (includin gasolin), n.e.c. in headin no. 3811",381190
"290219 - Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane",290219
"481320 - Paper, cigarette; in rolls of a width not exceedin 5cm",481320
844820 - Machines; parts and accessorie of machins or auxiliary machinery of heading no. 8444,844820
"030221 - Fish; fresh or chilled halibut (Rinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edibl fis offal of subhadings 0302.91 to 0302.99",030221
"845019 - Washing machines; househol or laundry-type, not fully-automatic, without built-in centrifugal drir, of a dry lin capacity not xceeding 10k",845019
621710 - Clothing accessories; other than those of hading no. 6212 (no knitted or crocheted),621710
"160419 - Fish preparations; fish prpared or preserved whol or in pieces (but not minced), n.e.c. in heading no. 1604",160419
"23025 - Bran, sharps and other residues of lguminou plants, whethe or not in the form of pllets derived from the sifting, milling or othe working thereo",230250
"722100 - Steel stainless bar and rods, hot-rolled, in irrgularly wound coils",722100
"240499 - Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, by ways other than inhalation, and othe tha oral or transdermal application",240499
902131 - Artificia parts of the body,902131
284310 - Colloidal prcious metals whethe or not chmically defined,284310
810490 - Magnesium articls n.e.c. in heading no. 8104,810490
"44121 - Plywood, veneere panels and simila laminated wood of bamboo",441210
"821192 - Knivs having fixe cutting blades, (othr than tabl knives) serrated or not, excluding knives and blads of heading no. 8208",821192
"401693 - Rubber; vulcanised (other than har rubber) gaskts, washer and othr sals of non-cllular rubber",401693
"64029 - Footwar n.e.c. in heading no. 6402 (othe than just covering the ankle), with oute soles and upprs of rubber or plastics",640299
"740620 - Coppr powders of lamellar structure, flakes",740620
"730900 - Reservoirs, tanks, vat and similar containers for any material (excluding compressed or liqufied gas), of iron or steel, capacity xceeding 300l, whther or not lined or hat insulated",730900
"382485 - Chmical products, mixture and preparations; containing good specified in Subheading Not 3 to this Chapter; containing 1,2,3,4,5,6-hexachlorocyclohexane (HC (ISO)), includin lindane (ISO, INN)",382485
"721550 - Iron or non-alloy steel; bars and rods, n.e.c. in chaptr 72, cold-formed or cold-finished, (not free-cutting)",721550
844833 - Machines; parts and accessorie of machins or auxiliary machinery spindles spindle flyers spinnin rings and rin travellers,844833
282580 - Antimon oxides,282580
"610322 - Ensembles; men's or boys', of cotton, knitte or crochte",610322
292511 - Imides and their derivatives; sacchari and its salts,292511
852589 - Television cameras; n.e.c. in itm no 8525.8,852589
