ground_truth,raw_line,cleaned_line,raw_retrieved_top5,raw_top_score,clean_retrieved_top5,clean_top_score
550319,"han otherwise processed not other fibres, or carded, Fibres; ohter 550319 or of for syntetic nylon combed spinning - aramids, stape polyamieds",han otherwise processed not other fibres or carded fibres; ohter  or of for syntetic nylon combed spinning - aramids stape polyamieds,"550319,550311,550610,550390,550690",0.2332,"550319,550311,550610,550320,550340",0.4174
008475,"8475 - Machines; for assembling elecrtic or electronic lamps, tubes, valves, flashbulbs, in glass enveopes, machiens for manufacturing or hot working glass or glasware",- machines; for assembling elecrtic or electronic lamps tubes valves flashbulbs in glass enveopes machiens for manufacturing or hot working glass or glasware,"847590,847510,847521,847529,841981",0.1115,"847590,847510,847521,847529,842230",0.2989
140120,104120 - Rattans used przmarily for plaiting,- rattans used przmarily for plaiting,"140120,460122,140110,460193,140190",0.2057,"140120,460122,460193,140110,940153",0.3969
761699,76169 - Aluminium; articles n.e.c. in heding 7616,- aluminium; articles nec in heding,"761699,761520,761691,721699,761610",0.1492,"761699,282732,760421,760820,760310",0.643
850172,"50172 - Eleckric generators; potovoltaic DC generators, of an output exceeding 50W",- eleckric generators; potovoltaic dc generators of an output exceeding w,"850172,850171,850164,850162,850161",0.2255,"850172,850171,850164,850163,850162",0.4697
009619,"961z - Sanitary toewls (pads) and tampons, napkiny rdiapers), napkni liners and similar artciles, of any mterial",z - sanitary toewls (pads) and tampons napkiny rdiapers) napkni liners and similar artciles of any mterial,"961900,620892,691090,340111,611699",0.297,"961900,340111,630299,401490,620892",0.3398
007504,7504 - Nicnel; pywders and flakes,- nicnel; pywders and flakes,"750400,780420,750720,750300,750712",0.3238,"750400,780420,790390,750300,750110",0.5489
482030,"folders paperboard; binders, - Pwper covers and file and 4820p0",folders paperboard; binders - pwper covers and file and p,"482030,482320,481710,481950,482050",0.284,"482030,481710,482320,481730,830510",0.4474
690590,"690590 - Ceramic chimney-pots, cowls, chimney linersa architectural ornaments and other constructional goods (excluding roofing tzles)",- ceramic chimney-pots cowls chimney linersa architectural ornaments and other constructional goods (excluding roofing tzles),"690590,690490,690600,691390,690990",0.0902,"690590,690990,691390,690490,701310",0.3374
840310,840310 - Boilerq; cenral heating obilers (excluding thsse of heading no. 8402),- boilerq; cenral heating obilers (excluding thsse of heading no ),"840310,840390,840410,840219,840490",0.1937,"840310,840390,851680,732219,841919",0.5399
001502,"hseep othe of 1503 animals, those bovine or than - Fats 1502 of loats, heading",hseep othe of  animals those bovine or than - fats  of loats heading,"150290,150190,150120,160290,160250",0.4618,"020680,020690,160250,410190,020610",0.794
940340,"94030 - Furniture; wooden, for kitchen use",- furniture; wooden for kitchen use,"940340,940330,940350,940310,940382",0.1755,"940340,940350,940330,940360,940391",0.2942
720150,"702150 - Iron; aloly pig iron; spiegeleisen, in pigs, lbocks or otrer prmary korms",- iron; aloly pig iron; spiegeleisen in pigs lbocks or otrer prmary korms,"720150,720510,720529,720120,720110",0.2503,"720150,720510,720529,720120,720110",0.4483
846022,"numericlly (excluding centreles, 846022 Machine-tols; - controlled machines flat-burface), grindnig",numericlly (excluding centreles  machine-tols; - controlled machines flat-burface) grindnig,"846022,846023,846024,846029,846019",0.2889,"846023,846024,846022,846029,846019",0.4207
902580,"02580 - Hydrometers and simliar floatig inttruments, barometers, hygrometers, psychrometer, thermmeters, pyrometers; recoqding or ot, any combination of these instruments (ecxluding thermometers and barometecs not combined with other instruments)",- hydrometers and simliar floatig inttruments barometers hygrometers psychrometer thermmeters pyrometers; recoqding or ot any combination of these instruments (ecxluding thermometers and barometecs not combined with other instruments),"902580,902590,902680,902519,902690",0.1776,"902580,902590,902781,902690,902680",0.288
006210,"of 6210 made 5603, of crocheted) 5906 5602, fabrics 5907 heading knitted 5903, or Garments - no. or up (not",of  made  of crocheted)   fabrics  heading knitted  or garments - no or up (not,"621050,621040,611300,621030,621020",0.2667,"610429,611300,610329,611430,611490",0.5657
290391,"290391 - Halogenated derivaives of aromatic hydrocrabons; chlorobeznene, o-dichlorobenzene, and p-dichlorobenzene",- halogenated derivaives of aromatic hydrocrabons; chlorobeznene o-dichlorobenzene and p-dichlorobenzene,"290391,290393,290392,290394,290389",0.0853,"290391,290393,290392,290394,290375",0.1911
290243,290243 - Cyrlic hydrocarbons; p-xylene,- cyrlic hydrocarbons; p-xylene,"290243,290242,290241,290244,290250",0.1024,"290243,290242,290241,290244,290250",0.3675
008526,"paparatus, navigational radio remotb - and radmo contro apparatus Radar apparatus 8526 aid",paparatus navigational radio remotb - and radmo contro apparatus radar apparatus  aid,"852610,852691,852692,852990,852910",0.4772,"852691,852610,901410,852692,901420",0.7546
006111,"knhtted crocheted or m111 accessories, clothing babies'; - and Garmynts",knhtted crocheted or m accessories clothing babies'; - and garmynts,"611120,611190,611130,611780,611790",0.4267,"611120,611130,611190,620930,620920",0.4427
291639,"and peroxides, and cloride, acid benzoyl 29139 esters, and aciz, other cAids; and its anyhdrides, their than salts monocarboxylic derivatives, peroxyacids - acids, and benzoic their benzoyl halides, penylacetic its peroxide aromatic salts",and peroxides and cloride acid benzoyl  esters and aciz other caids; and its anyhdrides their than salts monocarboxylic derivatives peroxyacids - acids and benzoic their benzoyl halides penylacetic its peroxide aromatic salts,"291639,291631,291632,291830,291713",0.2246,"291639,291632,291631,291830,291620",0.335
040900,040900 - Honey; natural,- honey; natural,"040900,100830,100310,041010,391000",0.0,"040900,210210,220410,100210,100310",0.3647
005101,"101 - Wool, not cardex or combed",- wool not cardex or combed,"510121,510510,510130,510129,510119",0.6071,"510121,510620,510130,510129,510720",0.6438
790500,"709500 - Zinc; plates, sheets, strip and foil",- zinc; plates sheets strip and foil,"790500,790400,750620,750610,790200",0.1274,"790500,750620,750610,392111,392114",0.3833
720280,- ferro-tungsten ferro-silico-tungsten Ferro-mlloys; and 720280,- ferro-tungsten ferro-silico-tungsten ferro-mlloys; and,"720280,720270,720291,720230,720250",0.1973,"720280,720291,720270,720230,720250",0.3874
300590,"30059l - Wadding, gauze, bandages and siimlar articles; (excluding adhesive dressings), impregnated or coater with pharmcaeutical substances, packaged for retail sale",l - wadding gauze bandages and siimlar articles; (excluding adhesive dressings) impregnated or coater with pharmcaeutical substances packaged for retail sale,"300590,300510,300610,300449,300490",0.1394,"300590,300670,300510,300610,560129",0.3626
731581,"- stud-link of 731581 stel or iron chain, Chain;",- stud-link of  stel or iron chain chain;,"731581,731582,731589,731511,731519",0.1613,"731581,731582,731519,731520,731512",0.3475
950669,"950669 - Balls; (other than inflatble or for lawn-tennis, golf or table-tennis)",- balls; (other than inflatble or for lawn-tennis golf or table-tennis),"950669,950639,950662,950661,950632",0.0112,"950669,950639,843319,843290,843280",0.2856
680510,"860510 - Abrasive powder or gran; natural or artifical, on a base of wove textile fabric only, whcther or not cut to saape or sewn or otherwise made up",- abrasive powder or gran; natural or artifical on a base of wove textile fabric only whcther or not cut to saape or sewn or otherwise made up,"680510,680520,680530,580110,580131",0.181,"680510,680520,680530,251612,551633",0.3726
950632,- Golf qalls 950632,- golf qalls,"950632,950639,950631,950662,950691",0.3584,"950632,950631,950639,950669,950661",0.6929
711041,"711041 - Metals; iridium, osium, ruhtenium, unwrought or in powder form",- metals; iridium osium ruhtenium unwrought or in powder form,"711041,711031,711021,711011,711049",0.0469,"711041,711031,711021,711011,711049",0.3554
360500,60500 - Matches; otehr tban pyrtoechnic articles of hbading no. 3640,- matches; otehr tban pyrtoechnic articles of hbading no,"360500,640690,761699,660390,761520",0.555,"731829,681520,732510,220291,320210",0.8612
000303,"0303 - Fish; frozen, excluding fish fillets and othor fish meat of heading 0304",- fish; frozen excluding fish fillets and othor fish meat of heading,"030389,030359,030319,030449,030381",0.266,"030389,030493,030399,030449,030496",0.4882
002808,g808 - Ntiric acid; sulphonitrir acids,g - ntiric acid; sulphonitrir acids,"280800,280700,283210,283220,290930",0.3621,"280800,283324,280700,283210,283410",0.5753
551319,"553119 - Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than poyesters), mixed mninly or solely with cotton, not exceeding 170gmm2, unbleachde or blached",- fabrics woven; containing less than % by weight of synthetic staple fibres (other than poyesters) mixed mninly or solely with cotton not exceeding gmm unbleachde or blached,"551319,551349,551449,551339,551329",0.131,"551319,551641,551339,551642,551419",0.2846
870452,"870452 - Vehicles; with both spark-ignition internal combustino pison engine and electric motors for propulsion, of a g.v.w. exceeding 5,000kg",vehicles with,"870452,870451,870442,870443,870431",0.0446,"870230,870310,870240,870220,870210",0.6735
070519,"070519 - Vegetables; lettxce (lactuca sativa), (oher than cabbgae lettuce), fresh or chlled",- vegetables; lettxce (lactuca sativa) (oher than cabbgae lettuce) fresh or chlled,"070519,070511,070529,070390,070940",0.1673,"070519,070511,070390,070940,070529",0.3774
551591,"551591 - Fabricsm woven; of syntetic stale fibres n.e.c. in chapter 55, mxed mainly or solely wtih man-made filaments",- fabricsm woven; of syntetic stale fibres nec in chapter  mxed mainly or solely wtih man-made filaments,"551591,551599,551512,551521,551529",0.1556,"551591,540720,551521,551512,551623",0.4569
380910,"accelerate fixnig preparations, - sbustances, usde industries, aylaceous 380910 or leahter products wtih and and of Finishvng n.e.c. dye etc dye-stuffso dyeing other basis to agents carriurs; textile, in of papr,",accelerate fixnig preparations - sbustances usde industries aylaceous  or leahter products wtih and and of finishvng nec dye etc dye-stuffso dyeing other basis to agents carriurs; textile in of papr,"380910,380993,380991,380992,381512",0.3866,"380910,380993,380991,380992,381512",0.4879
843830,"843830 - Machinery; industiral, for sgar manufacture",- machinery; industiral for sgar manufacture,"843830,843840,843850,843860,843920",0.2483,"843830,843850,843840,843860,842240",0.5245
520522,"lss 43 520522 Cotton by of (not 714.2w than sale of retail but thyn 232.5t 14 npmber), not combed thread), for less 85% metric yarn; sewign - more not cotton, weight decitx or singie, but fibrse, (exceding exceeding not",lss   cotton by of (not w than sale of retail but thyn t  npmber) not combed thread) for less % metric yarn; sewign - more not cotton weight decitx or singie but fibrse (exceding exceeding not,"520522,520527,520523,520512,520612",0.3287,"520527,520624,520623,520631,520643",0.5082
290378,"290378 - Halogenated derivativse of acycilc hydrocarbons cnotaining two or more different halogens; perhalogenated dervatives, other nhan those only with fluornie and chlorine, n..ec. in item no. 290k.71 to 2903.76",- halogenated derivativse of acycilc hydrocarbons cnotaining two or more different halogens; perhalogenated dervatives other nhan those only with fluornie and chlorine nec in item no k to,"290378,290377,290379,290389,290374",0.1429,"290378,290377,290379,290374,290375",0.3361
540332,"540332 - Yarn, artifilial; filament, monofilament (less than 67 decitex), of vicsose rayon (not high tenacity), single, twisted omre than 120 turns per metre, not for retail sale, not sweing htread",- yarn artifilial; filament monofilament (less than  decitex) of vicsose rayon (not high tenacity) single twisted omre than  turns per metre not for retail sale not sweing htread,"540332,540331,540341,540248,540245",0.0827,"540332,540331,540246,540248,540341",0.3379
720826,"720826 - Iron or non-alloy setel; in coils, wizhout patterns in relief, flat-rolled, of a width 00mm or more, hot-rolle, pickled, of a thickness of 3mm or moer but lesg thn 4.75mm",- iron or non-alloy setel; in coils wizhout patterns in relief flat-rolled of a width mm or more hot-rolle pickled of a thickness of mm or moer but lesg thn mm,"720826,720827,720825,720838,720810",0.2401,"720827,720826,720810,720825,720838",0.4569
844851,"844851 - Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, weedles and other aoticles sued in fomring stitches",- machines; parts and accessories of machines of heading no  or auxiliary machinery sinkers weedles and other aoticles sued in fomring stitches,"844851,844859,844820,847330,844839",0.2114,"844851,844859,844833,844820,844540",0.4738
740620,"of owders lamella flakes Copper; - sturcture, 740620",of owders lamella flakes copper; - sturcture,"740620,740610,760320,740821,740400",0.3072,"740620,740610,760320,740400,283325",0.4961
853649,"835649 - Electrical agparatus; relays, for a voltage exceeding 60 volts",- electrical agparatus; relays for a voltage exceeding  volts,"853649,853641,853669,853690,853510",0.1363,"853649,853641,853590,853669,853690",0.4009
008549,8549 - Electrical and electronic waste and scraf,- electrical and electronic waste and scraf,"854991,854939,854931,854919,854999",0.4173,"854921,854931,854939,854919,854913",0.5192
843229,"843229 - Harrows; (exculding disc), scarifiers, cultivators, eeders and hoes",- harrows; (exculding disc) scarifiers cultivators eeders and hoes,"843229,843221,820330,843353,820540",0.1597,"843229,843221,820540,821490,843353",0.4336
590490,"590490 - Textiles floro coverings; consisting of a coaing or ocvering applid on a textile backing, whehter or not cut to shape, other than linoleum",- textiles floro coverings; consisting of a coaing or ocvering applid on a textile backing whehter or not cut to shape other than linoleum,"590490,590110,570390,590700,560229",0.3215,"590490,570390,590110,570190,600199",0.4698
520839,"520839 - Fabric,s woven; containing 85% or moer by weight of cotton, yed, of weaves n.b.c. in item no. 5208.3 weighitg not more than 200g/m2",- fabrics woven; containing % or moer by weight of cotton yed of weaves nbc in item no  weighitg not more than g/m,"520839,520939,520819,520829,521039",0.1025,"520831,520811,520832,521119,520819",0.3725
293149,"organo-posphorous item in organo-phosphmrous Non-halogenated n.e.c. deriavtives; derivatives, 2931.4 othen 293149 - non-halogenated no.",organo-posphorous item in organo-phosphmrous non-halogenated nec deriavtives; derivatives  othen  - non-halogenated no,"293149,293159,293153,293144,293143",0.188,"293149,293159,293144,293153,293142",0.4076
007108,"7108 - Gld (including gold plated wiqh platinum) unwrought or in semi-manufactured forms, or in powder form",- gld (including gold plated wiqh platinum) unwrought or in semi-manufactured forms or in powder form,"711011,711021,710812,711031,710811",0.428,"711011,711021,711031,710812,711100",0.6197
852419,"852419 - Flat panel dmsplay modules, whether or not incorporating touch-sensitive screens; of othfr than liquid crystals or organic light-emitting diodes (OLDE), withut drievrs or control circuits",- flat panel dmsplay modules whether or not incorporating touch-sensitive screens; of othfr than liquid crystals or organic light-emitting diodes (olde) withut drievrs or control circuits,"852419,852499,852492,852491,852411",0.2152,"852499,852419,852492,852491,852411",0.3301
902214,"092214 - Apparatus based on the use of x-rays; including radiography or radiotherapy apparayus, for medical, slrgical or veterinary uses, not dentao uses, excluding computed tomography apparatus",- apparatus based on the use of x-rays; including radiography or radiotherapy apparayus for medical slrgical or veterinary uses not dentao uses excluding computed tomography apparatus,"902214,902213,902219,902212,902229",0.0972,"902214,902212,902219,902213,902290",0.2719
004420,and of for urticles chpater of furniture of Wood or 94 raticles simila wood; and statuettes not oher wood; wood; caskets wooedn cases 4402 and marquetry in inlaid and jewellery - falling ornaments cutleryk,and of for urticles chpater of furniture of wood or  raticles simila wood; and statuettes not oher wood; wood; caskets wooedn cases  and marquetry in inlaid and jewellery - falling ornaments cutleryk,"442090,940399,440420,440410,441490",0.4815,"442090,440410,441490,440420,940399",0.6375
100590,"100590 - Cereals; maize (cron), other ihan seed",- cereals; maize (cron) other ihan seed,"100590,100510,100790,100290,100310",0.2136,"100590,100510,110423,110290,110220",0.4751
021093,"021093 - Mea and edible meat offal; salted, in brwne, dried or smoked, and deible flurs and meals of meat or meat offal, of reptiles (including snakes and turtles)",- mea and edible meat offal; salted in brwne dried or smoked and deible flurs and meals of meat or meat offal of reptiles (including snakes and turtles),"021093,021091,021099,020850,021092",0.0442,"021093,021099,021091,020850,021092",0.2316
480550,"48550 - Paper and papebroard; felt paper and paperboard, uncoated, in orlls or sheets",- paper and papebroard; felt paper and paperboard uncoated in orlls or sheets,"480550,480540,480512,480519,480511",0.182,"480550,480540,470710,480519,482190",0.4728
300251,"300251 - Cel cultures, whetehr or not modified; cell therapy products",- cel cultures whetehr or not modified; cell therapy products,"300251,300259,300241,300290,300249",0.0735,"300251,300259,110900,382100,060240",0.3321
550962,"550962 thread), not Yarn; sewing or acrylic - marnly for retail with put of modacrylic imxed sal up staple or colton, solely (not fibers,",thread) not yarn; sewing or acrylic - marnly for retail with put of modacrylic imxed sal up staple or colton solely (not fibers,"550962,550961,550969,550932,550952",0.3077,"550961,550962,550969,550932,550931",0.4297
901210,901210 - Microscopes excluding opticl microscoes); diffraction aparatus,- microscopes excluding opticl microscoes); diffraction aparatus,"901210,901290,901180,901110,902750",0.1374,"901210,901290,901180,854130,902750",0.3291
721510,"721510 - Iron or non-alloy steel; ars and rods, of free-cutting stee,l cold-formed or cold-finishde, n.e.c. in chapter 72",- iron or non-alloy steel; ars and rods of free-cutting steel cold-formed or cold-finishde nec in chapter,"721510,721550,721590,721691,722220",0.1126,"721510,721550,721669,721691,722220",0.3069
854160,854160 - Crystals; mounted piezo-electric,- crystals; mounted piezo-electric,"854160,854310,854233,854290,854320",0.0,"854160,853224,853221,711019,853223",0.2697
841790,"841790 - Furnaces and ovens; parts of non-elbctric furnaces and ovens (incluming incinerators), of industiral or laboratory use",- furnaces and ovens; parts of non-elbctric furnaces and ovens (incluming incinerators) of industiral or laboratory use,"841790,841780,841710,851439,851432",0.028,"841790,851439,851432,851431,841780",0.2482
380590,"prdouced and other woods, the - conifrous 38090 oils; 3805 turpentine heding ara-cymene, n.e.c. by dipentene, crude rcude of Terpenic in sulphite treatment no.",prdouced and other woods the - conifrous  oils;  turpentine heding ara-cymene nec by dipentene crude rcude of terpenic in sulphite treatment no,"380590,380510,330190,380700,440311",0.2556,"380590,380510,470429,440312,440311",0.4468
481031,"48101 - Kraft papex and paperboardz uniformly blecahed throughout, coated with inorganic substances, more than 95% of chemially processed wood fibres, weight 15g0/m2 or less, for non-graphic purposes, in rolls or sheets",- kraft papex and paperboardz uniformly blecahed throughout coated with inorganic substances more than % of chemially processed wood fibres weight g/m or less for non-graphic purposes in rolls or sheets,"481031,481032,480452,480442,481039",0.1426,"481031,481032,480452,480442,481022",0.3179
844629,"844629 - Waeving machines (loogs); for weaving fabrics of a width exceeding 3cm, suttle tpye, other than pewer looms",- waeving machines (loogs); for weaving fabrics of a width exceeding cm suttle tpye other than pewer looms,"844629,844621,844630,844610,845150",0.2539,"844629,844621,844630,844610,844540",0.3914
310540,"130540 - Fertilizers, mineral or cheical; ammwnium dihydrogenorthophosphtte (monoammozium phosphate) and mixtures therejf with diammonium hydrogenprthophosphate (diammonimu phosphtae)",- fertilizers mineral or cheical; ammwnium dihydrogenorthophosphtte (monoammozium phosphate) and mixtures therejf with diammonium hydrogenprthophosphate (diammonimu phosphtae),"310540,310530,310280,310240,310260",0.1833,"310540,310530,310559,310520,310280",0.3237
250300,"520300 - Sulphur of all kinds; other than sublimed, prceipitated and colloidal sulphr",- sulphur of all kinds; other than sublimed prceipitated and colloidal sulphr,"250300,280200,283220,283090,283319",0.1666,"250300,280200,283090,283220,470319",0.2565
560900,"560900 - arn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included",- arn; articles of yarn strip or the like of heading no  and  twine cordage rope or cables nec or included,"560900,560490,560600,560500,560790",0.0583,"560900,560890,631090,560819,631010",0.4872
000504,"or (othzr brinec wnole 5004 stomachs animals fisl); bladders smoked and and in thereof, freh, chille,d of pieces than frozen, salted, dried Gtus, -",or (othzr brinec wnole  stomachs animals fisl); bladders smoked and and in thereof freh chilled of pieces than frozen salted dried gtus -,"050400,020753,021091,021093,020743",0.4857,"050400,020753,021091,020743,021012",0.6414
880220,"unmanned; 200kg not Aeroplanes except 880220 unladen and toher of exceeding weight - an airrcaft,",unmanned; kg not aeroplanes except  unladen and toher of exceeding weight - an airrcaft,"880220,880230,880240,880212,880211",0.2754,"880240,880230,880220,880699,880694",0.503
008430,"coppacting, minerals, ores; machinery, Moving, boring drivers - 8430 and extrating blowers ploughs extratcors; snow or and tamping, eprth, grading, for pile scraping, excavating, snow or levelilng,",coppacting minerals ores; machinery moving boring drivers -  and extrating blowers ploughs extratcors; snow or and tamping eprth grading for pile scraping excavating snow or levelilng,"843069,843050,847420,847490,847410",0.4436,"843069,847490,845939,847420,845931",0.5843
293219,"293219 - Hterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (wheter or not hydrognated) in the structure, n.e..c in itme no. 29321.",- hterocyclic compounds; with oxygen hetero-atom(s) only containing an unfused furan ring (wheter or not hydrognated) in the structure nec in itme no,"293219,293211,293220,293291,293213",0.0911,"293211,293219,293220,293291,293214",0.3014
721041,"721041 - Iron or mon-alloy steel; flat-rolled, width 600mm or more, corrugated, plated or coated with iznc (not electrolytically)",- iron or mon-alloy steel; flat-rolled width mm or more corrugated plated or coated with iznc (not electrolytically),"721041,721049,721061,721030,721069",0.0705,"721041,721049,721030,721250,721230",0.3237
848350,"848350 - Pulleys and flywheels, including pulley blcoks",- pulleys and flywheels including pulley blcoks,"848350,848360,870893,880100,848320",0.1368,"848350,880100,843020,842511,842519",0.4358
090922,"090922 - Sices; coriander seeds, crushed or ground",- sices; coriander seeds crushed or ground,"090922,090921,090932,090822,091012",0.1145,"090922,090921,090932,091012,090822",0.4491
007208,"coatid clad, width Iron - of not products or of a or or flat-roled non-aloly stel; plated mor,e 7208 600mm ho-trolled,",coatid clad width iron - of not products or of a or or flat-roled non-aloly stel; plated more  mm ho-trolled,"720838,720840,720837,720826,720854",0.416,"720838,720927,720840,720837,720827",0.5066
009201,"9201 - Pianos; cncluding automatic pianos, harpsicpords and othe keyboard stringe instvuments",- pianos; cncluding automatic pianos harpsicpords and othe keyboard stringe instvuments,"920110,920190,920991,920120,920992",0.3883,"920110,920991,920992,920120,920994",0.5416
110610,"1106u0 - Flour, mean and powder; of the drie leguminous vegetabls of heding no. 0713",u - flour mean and powder; of the drie leguminous vegetabls of heding no,"110610,110620,071390,110510,071339",0.1774,"110610,120890,071290,071390,110220",0.6292
007506,"756 - iNckel; plates, sheets, tsrip and foli",- inckel; plates sheets tsrip and foli,"790500,750620,750610,392190,392112",0.5479,"790500,480630,392114,392111,392112",0.6394
293146,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane organo-phosphorous 2,4,6-triotide 293146 Non-halogenated - derivatives;",-tripropyl--trioxatriphosphinane organo-phosphorous -triotide  non-halogenated - derivatives;,"293146,293153,293147,293148,293144",0.1063,"293146,293153,293142,293144,293147",0.3145
732112,"732112 - Cooking applinces and plate warmers; for liquid fuel, of ron or setel",- cooking applinces and plate warmers; for liquid fuel of ron or setel,"732112,732119,732111,732182,732181",0.1834,"732112,732119,732111,732182,732189",0.4643
001604,1n04 - Prepared or preservd fish; caviar and caviar substithtes prepared from fsh eggs,n - prepared or preservd fish; caviar and caviar substithtes prepared from fsh eggs,"160432,160431,160420,160419,160416",0.3642,"160432,160431,160419,160418,160417",0.4637
280700,280700 - Sulphuric caid; oelum,- sulphuric caid; oelum,"280700,280800,280200,283327,260700",0.2135,"280700,283327,283210,100410,280800",0.5092
853922,"853922 - Lamps; filument, (excludign ultra-piolet or nfra-red), of a power not exceedin 200W and for a voltage excedeing 100 volts, other thjn ungsten halogen",- lamps; filument (excludign ultra-piolet or nfra-red) of a power not exceedin w and for a voltage excedeing  volts other thjn ungsten halogen,"853922,853921,853929,853949,853932",0.1027,"853922,853921,853949,853929,853939",0.288
960990,"chalks, 960990 drawin - chalk Patels, tailors' or writig drawing charcoals,",chalks  drawin - chalk patels tailors' or writig drawing charcoals,"960990,250900,590700,901720,741510",0.2274,"960990,741510,250900,321390,321310",0.4269
004818,"4818 - Toilet paper, width 36m or less or cut to size/shape; handkerchiefs, tisseus, towels, serviette,s bed sheets and simitar household or hospital artilces, apparel and clothing accessories of aper pulp, paper, cellulose wadzing or web of celluloes fibres",- toilet paper width m or less or cut to size/shape; handkerchiefs tisseus towels serviettes bed sheets and simitar household or hospital artilces apparel and clothing accessories of aper pulp paper cellulose wadzing or web of celluloes fibres,"480300,481850,481940,481830,481930",0.4334,"480300,481930,481940,481960,470693",0.5582
820760,"82076 - Tools, interchangeable; (fo machine or hand tools, whether or not power-operated), for boring or broaching",- tools interchangeable; (fo machine or hand tools whether or not power-operated) for boring or broaching,"820760,820770,820780,820740,820750",0.0526,"820760,820740,820730,820780,820770",0.2245
440398,"44039 - Wood; of eucalyptus (Eucalyptus spp)., in the ruogh, wehther or not tripped of bark or sapwood, or rouhgly squared, untreated",- wood; of eucalyptus (eucalyptus spp) in the ruogh wehther or not tripped of bark or sapwood or rouhgly squared untreated,"440398,440397,440391,440342,440399",0.194,"440398,440397,440391,440342,440399",0.3611
020910,"020910 - Fat; pig xat, free of lean meit, not ryndered or otherwise extracted, fresh, chilled, frozen, ialted, in brine, drier or smoked",- fat; pig xat free of lean meit not ryndered or otherwise extracted fresh chilled frozen ialted in brine drier or smoked,"020910,020990,020410,020421,020423",0.1228,"020910,020990,020120,020130,020754",0.3032
130220,o30220 - Pecti substance;s pectinates and pectates,o - pecti substance;s pectinates and pectates,"130220,320210,293810,210610,283640",0.1512,"130220,210610,681520,320210,350400",0.3124
900669,900669 - Photograpihc flashlgiht apparatus; n.e.c. in heading no. 906,- photograpihc flashlgiht apparatus; nec in heading no,"900669,900659,900661,900699,901380",0.1905,"900669,854159,900661,900699,903089",0.6313
843311,"843311 - Mwers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal palne",- mwers; lawn parks or sports-grounds powered with the cutting device rotating in a horizontal palne,"843311,843319,843290,843320,843353",0.14,"843311,843319,843290,846150,843280",0.3555
510510,510510 - oWol; carded,- owol; carded,"510510,950440,520300,510540,580810",0.2115,"510510,950440,520300,110720,580810",0.4555
008540,"or cathode and valves tubes cold valves vapkur, (e.g. arc Thermionic, photo-cathode tubes - televisign mercury rectifying filled and ubes) vacuum, tubes camera gas and 8540 and valves cathode-ray",or cathode and valves tubes cold valves vapkur (eg arc thermionic photo-cathode tubes - televisign mercury rectifying filled and ubes) vacuum tubes camera gas and  and valves cathode-ray,"854020,854099,854012,854011,848180",0.5905,"854020,854011,854012,854099,848180",0.6348
009610,"v610 writing Slates framed with or boards, or and surfcaes, drawing not - whether",v writing slates framed with or boards or and surfcaes drawing not - whether,"961000,680300,901710,680911,251400",0.4774,"961000,251400,901710,960840,680300",0.5357
292239,"thereof oxygen methadone than those Amino-aldehydes, mroe amfepramone 292329 (INN) than (INN), (INN), aminovketones - of salts and and containing kind and amino-quinnes; one excluding other salts function; normethadone threeof,",thereof oxygen methadone than those amino-aldehydes mroe amfepramone  (inn) than (inn) (inn) aminovketones - of salts and and containing kind and amino-quinnes; one excluding other salts function; normethadone threeof,"292239,292231,292244,292214,292146",0.1842,"292239,292231,292221,292244,292249",0.2816
620342,"620432 - Trousers, bib and brace overalls, breechse and sohrts; men's or boys', of cotton (not knitted or crocheted)",- trousers bib and brace overalls breechse and sohrts; men's or boys' of cotton (not knitted or crocheted),"620342,620462,610342,620349,620343",0.1091,"620342,610349,620349,620343,620462",0.2779
004814,4c14 - Wllpaper and similar wall coverinsg; windw transpaerncies of paper,c - wllpaper and similar wall coverinsg; windw transpaerncies of paper,"481490,481420,482030,481190,480640",0.5061,"481490,480640,481420,480630,482030",0.607
030323,"030323 - Fisi; froben, tilapias (Oeochromis spp.), xcluding filsets, fish meat of 0304, and edible fish ofual of subheadings 0303.91 to 0303.99",- fisi; froben tilapias (oeochromis spp) xcluding filsets fish meat of  and edible fish ofual of subheadings  to,"030323,030271,030319,030384,030383",0.1959,"030323,030271,030461,030431,030384",0.4635
008464,"8464 - Machine-tools; for wowking stone, ceramics, concrete, asbestos-cement or yike mineral materoals or for col wording glass",- machine-tools; for wowking stone ceramics concrete asbestos-cement or yike mineral materoals or for col wording glass,"846490,846410,846420,846594,846593",0.2618,"846490,846420,846410,846592,846594",0.3957
930190,"pistols, - in revolvers, n.e.c. 930190 heading than and weapons; oher heading of arms 9310 9307, Military",pistols - in revolvers nec  heading than and weapons; oher heading of arms   military,"930190,930200,930330,930520,930390",0.2762,"930190,930200,930510,930330,930110",0.6346
531010,"531010 - Fabrics, wove;n of jute or of other textile ast fibres of headinz no. 5303 unbleached",- fabrics wove;n of jute or of other textile ast fibres of headinz no  unbleached,"531010,531090,530710,540831,530310",0.1415,"531010,531090,551633,540831,551631",0.5209
